Namr,Address1,Address2,Address3,Authority,Postcode,UPRN
Sawston Library,"Swaston Village College, New Road",Sawston,Cambridgeshire,Cambridgeshire,CB22 3BP,
Great Shelford Library,Woodlards Lane,Cambridge,Cambridgeshire,Cambridgeshire,CB22 5LZ,
Papworth Library,"Lower Pendrill Court, Ermine Street North",Papworth Everard,Cambridgeshire,Cambridgeshire,CB23 3UY,
Cambourne Library,"Sackville House, Sackville Way",Cambourne,Cambridgeshire,Cambridgeshire,CB23 6HL,
Comberton Library,"Comberton Village Centre, West Street",Comberton,Cambridgeshire,Cambridgeshire,CB23 7DU,
Bar Hill Library,Gladeside,Cambridge,Cambridgeshire,Cambridgeshire,CB23 8DY,
Willingham Library,Church Street,Willingham,Cambridgeshire,Cambridgeshire,CB24 5HS,
Cottenham Library,Margett Square,Cottenham,Cambridgeshire,Cambridgeshire,CB24 8QY,
Histon Library,School Hill,Cambridge,Cambridgeshire,Cambridgeshire,CB24 9JE,
Burwell Library,"Village College, The Causeway",Burwell,Cambridgeshire,Cambridgeshire,CB25 0DU,
Milton Road Library,Ascham Road,Cambridge,Cambridgeshire,Cambridgeshire,CB4 2BD,
Arbury Court Library,Arbury Road,Cambridge,Cambridgeshire,Cambridgeshire,CB4 2JQ,
Barnwell Road Library,Barnwell Road,Cambridge,Cambridgeshire,Cambridgeshire,CB5 8RG,
Littleport Library,Town Hall,Littleport,Cambridgeshire,Cambridgeshire,CB6 1LU,
Ely Library,6 The Cloisters,Ely,Cambridgeshire,Cambridgeshire,CB7 4ZH,
Soham Library,Clay Street,Soham,Cambridgeshire,Cambridgeshire,CB7 5HJ,
Wisbech Library,Ely Place,Wisbech,Cambridgeshire,Cambridgeshire,PE13 1EU,
March Library,City Road,March,Cambridgeshire,Cambridgeshire,PE15 9LT,
Chatteris Library,2 Furrowfields Road,Chatteris,Cambridgeshire,Cambridgeshire,PE16 6DY,
St Neots Library,Priory Lane,St. Neots,Cambridgeshire,Cambridgeshire,PE19 2BH,
Buckden Library,"Community Hall & Sports Centre, Burberry Road",St. Neots,Cambridgeshire,Cambridgeshire,PE19 5UY,
Ramsey Library,25 Great Whyte,Ramsey,Cambridgeshire,Cambridgeshire,PE26 1HG,
St Ives Library,"4 Library Row, Station Road",St. Ives,Cambridgeshire,Cambridgeshire,PE27 5BW,
Warboys Library,High Street,Huntingdon,Cambridgeshire,Cambridgeshire,PE28 2TA,
Sawtry Library,"Sawtry Community Centre, Green End Road",Sawtry,Cambridgeshire,Cambridgeshire,PE28 5UX,
Huntingdon Library,"Huntingdon Library & Archives Centre, Princes Street",Huntingdon,Cambridgeshire,Cambridgeshire,PE29 3PA,
Whittlesey Library,31-35 Market Street,Whittlesey,Cambridgeshire,Cambridgeshire,PE7 1BA,
Yaxley Library,Landsowne Road,Yaxley,Cambridgeshire,Cambridgeshire,PE7 3JL,
Blacon Library,"Parade Enterprise Centre, 14 The Parade",Chester,Cheshire,Cheshire West and Chester,CH1 5QY,10091641127
Upton Library,Wealstone Lane,Chester,Cheshire,Cheshire West and Chester,CH2 1HB,200000825916
Hoole Library,"Hoole Community Centre, Westminster Road",Hoole,Cheshire,Cheshire West and Chester,CH2 3AU,
Great Boughton Library,Green Lane,Chester,Cheshire,Cheshire West and Chester,CH3 5LB,10012217914
Tarvin Library,"Community Centre, Meadow Close",Tarvin,Cheshire,Cheshire West and Chester,CH3 8LY,
Tattenhall Library,"Tattenhall Park Primary School, Chester Road",Tattenhall,Cheshire,Cheshire West and Chester,CH3 9AH,200000817418
Lache Library,Lache Park Avenue,Chester,Cheshire,Cheshire West and Chester,CH4 8HR,100012571720
Neston Library,Parkgate Road,Neston,Cheshire,Cheshire West and Chester,CH64 6QE,100012593260
Ellesmere Port Library,Civic Way,Ellesmere Port,Cheshire,Cheshire West and Chester,CH65 0BG,100012593564
Little Sutton Library,Chester Road,Ellesmere Port,Cheshire,Cheshire West and Chester,CH66 1QQ,200003329413
Hope Farm Library,Bridge Meadow,Ellesmere Port,Cheshire,Cheshire West and Chester,CH66 2LE,100012594980
Tarporley Library,High School,Tarporley,Cheshire,Cheshire West and Chester,CW6 0BJ,200002841228
Winsford Library,High Street,Winsford,Cheshire,Cheshire West and Chester,CW7 2AS,100012603461
Wharton Library,Willow Square ,Winsford,Cheshire,Cheshire West and Chester,CW7 3HP,10014512652
Sandiway Library,Mere Lane,Northwich,Cheshire,Cheshire West and Chester,CW8 2NS,100012604466
Weaverham Library,Russet Road,Weaverham,Cheshire,Cheshire West and Chester,CW8 3HY,100012604647
Barnton Library,Townfield Lane,Northwich,Cheshire,Cheshire West and Chester,CW8 4LJ,100012604936
Northwich Library,Witton Street,Northwich,Cheshire,Cheshire West and Chester,CW9 5DR,200003235917
Malpas Library,Bishop Heber High School,Malpas,Cheshire,Cheshire West and Chester,SY14 8JD,
Helsby Library,Lower Robin Hood Lane,Helsby,Cheshire,Cheshire West and Chester,WA6 0BW,100012807271
Frodsham Library,Princeway,Frodsham,Cheshire,Cheshire West and Chester,WA6 6RX,10091139782
Headland Library,Middlegate,Hartlepool,County Durham,Hartlepool,TS24 0JD,100110784616
Seaton Carew Library,Station Lane,Hartlepool,County Durham,Hartlepool,TS25 1BN,100110785788
Community Hub South,Wynard Road,Hartlepool,County Durham,Hartlepool,TS25 3LQ,100110792387
Community Hub Central,124 York Road,Hartlepool,County Durham,Hartlepool,TS26 9DE,100110786953
Darlington Library,Darlington Library,Crown Street,Darlington,Darlington,DL1 1ND,
Cockerton Library,Cockerton Library,Woodland Road,Darlington,Darlington,DL3 9NN,
Birtley Library,Durham Road,Birtley,Tyne and Wear,Gateshead,DH3 1LE,
Pelaw Library,Joicey Street,Gateshead,Tyne and Wear,Gateshead,NE10 0QS,
Leam Lane Library,129 Cotemede,Gateshead,Tyne and Wear,Gateshead,NE10 8QH,
Blaydon Library,Wesley Court,Blaydon,Tyne and Wear,Gateshead,NE21 5BT,
Crawcrook Library,Main Street,Crawcrook,Tyne and Wear,Gateshead,NE40 4NB,
Gateshead Central Library,Prince Consort Road,Gateshed,Tyne and Wear,Gateshead,NE8 4LN,
Wrekenton Library,Wrekenton Hub,Gateshead,Tyne and Wear,Gateshead,NE9 7JR,
Chopwell Library,Derwent Street,Chopwell,Tyne and Wear,Gateshead,,
Kingston Library,54 Winchester Circle,Milton Keynes,Buckinghamshire,Milton Keynes,MK10 0BA,489963238148
Stony Stratford Library,5-7 Church Street,Milton Keynes,Buckinghamshire,Milton Keynes,MK11 1BD,478679240428
Wolverton Library,"Town Hall, Creed Street",Milton Keynes,Buckinghamshire,Milton Keynes,MK12 5LY,481812241194
Newport Pagnell Library,St. John Street,Milton Keynes,Buckinghamshire,Milton Keynes,MK16 8HQ,487758243871
Woburn Sands Library,"The Institute, High Street",Milton Keynes,Buckinghamshire,Milton Keynes,MK17 8SD,492918235690
Bletchley Library,Westfield Road,Milton Keynes,Buckinghamshire,Milton Keynes,MK2 2RA,487443233559
Westcroft Library,District Centre Wimborne Crescent,Milton Keynes,Buckinghamshire,Milton Keynes,MK4 4DE,482786234731
Olney Library,"Olney Centre, High Street",Olney,Buckinghamshire,Milton Keynes,MK46 4EF,488848251788
Central Milton Keynes Library,555 Silbury Boulevard,Milton Keynes,Buckinghamshire,Milton Keynes,MK9 3HL,485160239095
Grimsby Central Library,Town Hall Square,Grimsby ,NE Lincolnshire,North East Lincolnshire,DN31 1HG,
Cleethorpes Library,Alexandra Road,Cleethorpes ,NE Lincolnshire,North East Lincolnshire,DN35 8LG,
Waltham Library,High Street,Waltham,NE Lincolnshire,North East Lincolnshire,DN37 0LL,
Immingham Library,Immingham Civic Hub,Immingham,NE Lincolnshire,North East Lincolnshire,DN40 1QF,
Portsmouth Central,"Portsmouth City Council, Guildhall Square",Portsmouth,Hampshire,Portsmouth,PO1 2DX,1775033957
Portsea,"John Pounds Community Centre,  23 Queen Street",Portsmouth,Hampshire,Portsmouth,PO1 3HN,1775106490
"Fratton, Carnegie",Fratton Road,Portsmouth,Hampshire,Portsmouth,PO1 5EZ,1775030089
North End,Gladys Avenue,Portsmouth,Hampshire,Portsmouth,PO2 9AX,1775031245
Alderman Lacey,Tangier Road,Portsmouth,Hampshire,Portsmouth,PO3 6HU,1775078276
"Milton, Beddow",Milton Road,Portsmouth,Hampshire,Portsmouth,PO4 8PR,1775056242
Southsea,19-21 Palmerston Road,Southsea,Hampshire,Portsmouth,PO5 3QQ,1775063182
Cosham,Spur Road,Portsmouth,Hampshire,Portsmouth,PO6 3EB,1775075236
Paulsgrove,Marsden Road,Portsmouth,Hampshire,Portsmouth,PO6 4JB,1775053827
Frome,Justice Lane,Frome,Somerset,Somerset,BA11 1BE,250049973
Yeovil,King George Street,Yeovil,Somerset,Somerset,BA20 1PY,100041073390
Shepton Mallet,2 Market Place,Shepton Mallet ,Somerset,Somerset,BA4 5AZ,250021328
Wells,Union Street,Wells,Somerset,Somerset,BA5 2PU,250015119
Glastonbury,"1 Orchard Court, The Archers Way",Glastonbury,Somerset,Somerset,BA6 9JB,250061448
Wincanton,Carrington Way,Wincanton,Somerset,Somerset,BA9 9JS,30003352
Cheddar,Union Street,Cheddar,Somerset,Somerset,BS27 3NB,200000450476
Taunton,Paul Street,Taunton,Somerset,Somerset,TA1 3XZ,100041070770
Langport,Watley,Langport,Somerset,Somerset,TA10 9RA,100041072433
Martock,The Shopping Centre,Martock,Somerset,Somerset,TA12 6DL,30076722
Crewkerne,Falkirk Square,Crewkerne,Somerset,Somerset,TA18 7JS,30501479
Ilminster,Ditton Street,Ilminster,Somerset,Somerset,TA19 0BW,30061690
Chard,Holyrood Lace Mill,Chard,Somerset,Somerset,TA20 2YA,30070908
Wellington,16 Fore Street,Wellington,Somerset,Somerset,TA21 8AQ,100041071357
Dulverton,7-9 Fore Street,Dulverton,Somerset,Somerset,TA22 9EX,10023837345
Minehead,Bancks Street,Minehead,Somerset,Somerset,TA24 5DJ,100041065358
Williton,Killick Way,Williton,Somerset,Somerset,TA4 4QA,100041065952
Bridgwater,Binford Place,Bridgwater,Somerset,Somerset,TA6 3LF,10009323322
North Petherton,"Quantock House, Fore Street",North Petherton,Somerset,Somerset,TA6 6TN,100041183696
Burnham-on-Sea,Princess Street,Burnham-on-Sea,Somerset,Somerset,TA8 1EH,100041067213
Westcliff,649 London Road,Westcliff-on-Sea,Essex,Essex,SS0 9PD,100091582187
Southend Forum,Elmer Approach,Southend-on-Sea,Essex,Essex,SS1 1NS,10090460497
Southchurch,221 Lifstan Way,Southend-on-Sea,Essex,Essex,SS1 2XG,100091584431
Kent Elms,1 Rayleigh Road,Leigh-on-Sea,Essex,Essex,SS9 5UU,100091605712
Caterham Hill,Westway ,Caterham Hill,Surrey,Surrey,CR3 5TP,100062607711
Caterham Valley,Stafford Road,Caterham,Surrey,Surrey,CR3 6JG,100062278164
Warlingham,Shelton Avenue ,Warlingham,Surrey,Surrey,CR6 9NF,100062278803
Guildford,77 North Street ,Guildford,Surrey,Surrey,GU1 4AL,10007058346
Ash,Ash Street ,Ash,Surrey,Surrey,GU12 6LF,100062324507
Camberley,Knoll Road ,Camberley,Surrey,Surrey,GU15 3SY,100062602242
Frimley Green,Beech Road,Frimley Green,Surrey,Surrey,GU16 6LQ,200001494862
Lightwater,83A Guildford Road ,Lightwater,Surrey,Surrey,GU18 5SB,100062330503
Bagshot,63 High Street ,Bagshot,Surrey,Surrey,GU19 5AH,100062330742
Knaphill,4 Anchor Crescent ,Knaphill,Surrey,Surrey,GU21 2PD,10002421711
Woking,Gloucester Walk,Woking,Surrey,Surrey,GU21 6EP,10002425489
Virginia Water,6 Station Parade ,Virginia Water,Surrey,Surrey,GU25 4AD,100062338598
Haslemere,91 Wey Hill ,Haslemere,Surrey,Surrey,GU27 1HP,200001291049
Bramley,High Street ,Bramley,Surrey,Surrey,GU5 0HG,100062349887
Cranleigh,16 High Street ,Cranleigh ,Surrey,Surrey,GU6 8AE,100062351305
Godalming,22 Bridge Street ,Godalming,Surrey,Surrey,GU7 1HT,100062351856
Farnham,"Vernon House, 28 West Street ",Farnham,Surrey,Surrey,GU9 7DR,200001288481
Esher,Church Street ,Esher,Surrey,Surrey,KT10 9NS,100062605483
Cobham,"The Cedar Centre, Cedar Road ",Cobham,Surrey,Surrey,KT11 2AA,10033327606
Walton,54 The Heart (off Hepworth Way),Walton-on-Thames,Surrey,Surrey,KT12 1GH,10033316024
Hersham,Molesey Road,Hersham,Surrey,Surrey,KT12 4RF,100062359521
Weybridge,Church Street ,Weybridge,Surrey,Surrey,KT13 8DE,100062360425
West Byfleet,Station Approach,West Byfleet,Surrey,Surrey,KT14 6NY,10002419539
Byfleet,High Road,Byfleet,Surrey,Surrey,KT14 7QN,100062608249
Addlestone,"Runnymede Civic Centre, Station Road ",Addlestone,Surrey,Surrey,KT15 2AF,10002019806
New Haw,The Broadway ,New Haw,Surrey,Surrey,KT15 3HA,100062363199
Chertsey,Guildford Street ,Chertsey,Surrey,Surrey,KT16 9BE,100062604671
Ewell,"Bourne Hall, Spring Street",Ewell,Surrey,Surrey,KT17 1UF,10013953077
Stoneleigh,1 Stoneleigh Broadway ,Stoneleigh,Surrey,Surrey,KT17 2JA,10013953086
Tattenhams,Tattenham Crescent ,Epsom Downs,Surrey,Surrey,KT18 5NU,100062365692
Ewell Court,"Ewell Court House, Lakehurst Road",Ewell,Surrey,Surrey,KT19 0EB,100062366396
Epsom,6 Epsom Square,Epsom,Surrey,Surrey,KT19 8AG,200004008660
Ashtead,Woodfield Lane,Ashtead,Surrey,Surrey,KT21 2BQ,100062369017
Leatherhead,The Mansion ,Leatherhead,Surrey,Surrey,KT22 8DP,200000161802
Bookham,Townshott Close ,Great Bookham,Surrey,Surrey,KT23 4DQ,200000160425
Horsley,"Parade Court, Ockham Road South ",East Horsley,Surrey,Surrey,KT24 6QR,10007062747
Dittons,Mercer Close,Thames Ditton,Surrey,Surrey,KT7 0BS,100062372180
Molesey,227-229 Walton Road ,West Molesey,Surrey,Surrey,KT8 2HZ,100062372936
Redhill,"Warwick Quadrant, 18-20 London Road",Redhill,Surrey,Surrey,RH1 1NN,68100524
Merstham,Weldon Way ,Merstham,Surrey,Surrey,RH1 3QB,68149661
Reigate,Bancroft House Bancroft Road ,Reigate,Surrey,Surrey,RH2 7RP,68102232
Dorking,St. Martin's Walk ,Dorking,Surrey,Surrey,RH4 1UT,10000827697
Horley,"55-57 Russell Square, Victoria Road ",Horley,Surrey,Surrey,RH6 7QH,68174116
Lingfield,The Guest House Vicarage Road,Lingfield,Surrey,Surrey,RH7 6HA,100062498456
Oxted,12 Gresham Road ,Oxted,Surrey,Surrey,RH8 0BQ,100062498912
Banstead,The Horseshoe ,Banstead,Surrey,Surrey,SM7 2AW,68130174
Ashford,Church Road ,Ashford,Surrey,Surrey,TW15 2XB,33037113
Sunbury,"41-43 The Parade, Staines Road ",West Staines,Surrey,Surrey,TW16 7AB,33037234
Shepperton,40 High Street  ,Shepperton,Surrey,Surrey,TW17 9AU,33036687
Staines,Friends Walk ,Staines,Surrey,Surrey,TW18 4PG,33036620
Stanwell,Hadrian Way ,Stanwell,Surrey,Surrey,TW19 7HF,33050073
Egham,High Street ,Egham,Surrey,Surrey,TW20 9EA,100062600067
Aveley Library within Aveley Hub,Recreation Ground ,High Street,Aveley ,Thurrock,RM15 4BY,010093506117
Belhus Library within South Ockendon Centre,Derry Avenue,South Ockendon,Essex,Thurrock,RM15 5DX,100091537072
Blackshots Library,Blackshots Lane ,Grays,Essex,Thurrock,RM16 2JU,100091537493
Chadwell Information Centre,Brentwood Road,Chadwell St. Mary,Essex,Thurrock,RM16 4JP,200001553426
Grays Central Library ,Orsett Road,Grays,Essex,Thurrock,RM17 5DX,100091538305
Tilbury Library within Tilbury Hub,Civic Square,Tilbury,Essex,Thurrock,RM18 8AD,100091539745
East Tilbury Hub and Library,Princess Avenue,East Tilbury,Essex,Thurrock,RM18 8ST,100091539794
Stanford-le-Hope Library,High Street,Stanford-le-Hope,Essex,Thurrock,SS17 0HG,200001552221
Corringham Library,St. Johns' Way,Corringham,Essex,Thurrock,SS17 7LJ,200001544060
Durham Clayport Library,Millennium Place,Durham,County Durham,County Durham,DH1 1WA,3309SO1
Belmont Library,Cheveley Park Shopping Centre,Belmont,County Durham,County Durham,DH1 2AA,0949SO1
Newton Hall Library,Alnwick Road,Newton Hall,County Durham,County Durham,DH1 5NL,0952SO1
Pelton Library,The Lavender Centre,Pelton ,County Durham,County Durham,DH2 1HS,30302S01 
Chester-le-Street Library,Station Road,Chester-le-Street,County Durham,County Durham,DH3 3BP,0927SO1
Thornley Library,High Street,Thornley,County Durham,County Durham,DH6 3EL,0946SO1
Bowburn Library,Durham Road,Bowburn,County Durham,County Durham,DH6 5AT,0951SO1
Lanchester Library,Newbiggen Lane,Lanchester,County Durham,County Durham,DH7 0NT,0957SO1
Sacriston Library,Plawsworth Road,Sacriston,County Durham,County Durham,DH7 6HU,0945SO1
Brandon Library,Lowland Road,Brandon,County Durham,County Durham,DH7 8NN,0926SO1
Esh Winning Library,The Wynds,Durham,County Durham,County Durham,DH7 9AD,0719SO1
Langley Park Library,"Old Co-operative Buildings, Front Street",Langley Park,County Durham,County Durham,DH7 9XE,40505SO1
Consett Library,Victoria Road,Consett,County Durham,County Durham,DH8 5AT,0928SO1
Stanley Library,"Stanley Louisa Centre, Front Street",Stanley,County Durham,County Durham,DH9 0TE,40028S01
South Moor Library,Severn Crescent,Stanley,County Durham,County Durham,DH9 7PX,0956SO1
Annfield Plain Library,North Road,Stanley,County Durham,County Durham,DH9 8EZ,0922SO1
Barnard Castle Library,2 Hall Street,Barnard Castle,County Durham,County Durham,DL12 8JB,0923S01
Wolsingham Library,Town Hall,Bishop Auckland,County Durham,County Durham,DL13 3AB,0958SO1
Woodhouse Close Library,Woodhouse Lane,Bishop Auckland,County Durham,County Durham,DL14 6JX,0948SO1
Bishop Auckland Library,"Bishop Auckland Town Hall, Market Place",Bishop Auckland,County Durham,County Durham,DL14 7NP,90178SO1
Coundon Library,"The Eden Centre, Victoria Lane",Bishop Auckland,County Durham,County Durham,DL14 8NL,3468SO1
Willington Library,46a High Street,Crook,County Durham,County Durham,DL15 0PG,0942SO1
Crook Library & Customer Access Point (CAP),"Civic Centre, North Terrace",Crook,County Durham,County Durham,DL15 9ES,90000S01 
Spennymoor Library,24 Cheapside,Spennymoor,County Durham,County Durham,DL16 6DJ,0939SO1
Chilton Library,Durham Road,Ferryhill,County Durham,County Durham,DL17 0EX,0953SO1
Ferryhill Library,North Street,Ferryhill,County Durham,County Durham,DL17 8HX,0931SO1
Cornforth Library,High Street,Ferryhill,County Durham,County Durham,DL17 9HP,0959SO1
Shildon Library,Church Street,Shildon,County Durham,County Durham,DL4 1DU,0937SO1
Newton Aycliffe Library,Beveridge Way,Newton Aycliffe,County Durham,County Durham,DL5 4EH,70003SO1
Shotton Library,Co-operative Terrace,Shotton Colliery,County Durham,County Durham,DL6 2LW,0935S01 
Seaham Library,"Seaham Contact Centre, St. John's Square",Seaham,County Durham,County Durham,SR7 7JE,3496SO1
Murton Library,Barnes Road,Seaham,County Durham,County Durham,SR7 9QR,0933SO1
Peterlee Library,St. Cuthberts Way,Peterlee,County Durham,County Durham,SR8 1AF,60021SO1
Easington Colliery Library,Seaside Lane,Peterlee,County Durham,County Durham,SR8 3PN,0960SO1
Horden Library,Sunderland Road,Peterlee,County Durham,County Durham,SR8 4PF,0932SO1
Sedgefield Library,Front Street,Cleveland,County Durham,County Durham,TS21 3AT,0950SO1
Blackhall Library,Back Middle Street,Blackhall,County Durham,County Durham,TS27 4HD,0925SO1
Wingate Library,Front Street,Wingate,County Durham,County Durham,TS28 5AA,3310SO1
Trimdon Library,Church Road,Trimdon,County Durham,County Durham,TS29 6PY,3371SO1
Coventry Central Library,Smithford Way,Coventry,West Midlands,Coventry,CV1 1FY,
Hillifields,"St. Peters' Community Centre, Charles Street",Hillfields,West Midlands,Coventry,CV1 5NP,
Bell Green,17-23 Riley Square,Bell Green,West Midlands,Coventry,CV2 1LS,
Stoke,Kingsway,Stoke,West Midlands,Coventry,CV2 4EA,
Caludon,"Caludon Castle School, Axholme Road",Coventry,West Midlands,Coventry,CV2 5BD,
Aldermoor,Acorn Street,Stoke Aldermoor,West Midlands,Coventry,CV3 1DP,
Willenhall,"HAGARD Community Centre, Remembrance Road",Willenhall,West Midlands,Coventry,CV3 3DP,
Canley,Prior Deram Walk,Canley,West Midlands,Coventry,CV4 8FT,
Tile Hill,Jardine Crescent,Tile Hill,West Midlands,Coventry,CV4 9PL,
Allesley Park,"Allesley Park Neighbourhood Centre, Whitaker Road",Allesley Park,West Midlands,Coventry,CV5 9JE,
Coundon,Moseley Avenue,Coundon,West Midlands,Coventry,CV6 1HT,
Jubilee Crescent,Jubilee Crescent,Radford,West Midlands,Coventry,CV6 3EX,
Foleshill,Broad Street,Foleshill,West Midlands,Coventry,CV6 5BG,
New Addington,61 Central Parade,New Addington,Croydon,Croydon,CR0 0JD,10014051914
Broad Green,89 Canterbury Road,Croydon,,Croydon,CR0 3HH,10000104509
Shirley,Wickham Road/Hartland Way,Croydon,,Croydon,CR0 8BH,200001205476
Sanderstead,Farm Fields,South Croydon,,Croydon,CR2 0HL,200001205396
Selsdon,Addington Road,South Croydon,,Croydon,CR2 8LA,10014054952
Bradmore Green,Bradmore Way,Coulsdon,,Croydon,CR5 1PE,200001206439
Coulsdon,Brighton Road,Coulsdon,,Croydon,CR5 2NH,100023534265
Thornton Heath,Brigstock Road,Thornton Heath,,Croydon,CR7 7JB,200001206453
Purley,Banstead Road,Purley,,Croydon,CR8 3YH,200001215992
Croydon Central,Croydon Clocktower,Katharine Street,Croydon,Croydon,CR9 1ET,100022917682
Ashburton,Shirley Road,Croydon,,Croydon,CR9 7AL,10014052814
